"","peaks","chrom","start","stop","Input.0.1","Input.0.2","Input.60.1","Input.60.2","Rap1.0.1","Rap1.0.2","Rap1.60.1","Rap1.60.2","FLAG.0.1","FLAG.0.2","FLAG.10.1","FLAG.10.2","FLAG.20.1","FLAG.20.2","FLAG.30.1","FLAG.30.2","FLAG.40.1","FLAG.40.2","FLAG.50.1","FLAG.50.2","FLAG.60..1","FLAG.60.2","FLAG.90.1","FLAG.90.2","FLAG.120.1","FLAG.120.2","FLAG.150.1","FLAG.150.2","MYC.0..2","MYC.0.1","MYC.10.1","MYC.10.2","MYC.20.1","MYC.20.2","MYC.30.1","MYC.30.2","MYC.40.1","MYC.40.2","MYC.50.1","MYC.50.2","MYC.60.1","MYC.60.2","MYC.90.1","MYC.90.2","MYC120.2","MYC.120.1","MYC.150.1","MYC.150.2"
"11","Peak108","chrVI","69283","61240","7758.78288659794","6396.43010309278","7102.13298969072","7114.91670103093","10457.0484536082","9756.33896907217","9266.1187628866","9631.80762886598","11416.5092783505","7356.61835051546","9842.08536082474","10030.1237113402","10735.7878350515","10530.0187628866","10246.9950515464","9421.93917525773","9291.9812371134","10698.9428865979","8446.76577319588","10030.7604123711","10268.2754639175","9669.03463917526","8947.21237113402","8784.54865979381","8765.78742268041","9313.97525773196","9583.10783505155","8772.12164948454","4630.2375257732","8406.61092783505","7433.04412371134","8024.43072164948","7558.20226804124","6192.04103092783","8296.33051546392","6898.27505154639","7211.16474226804","7055.00309278351","7493.57360824742","6922.79360824742","9261.87711340206","6547.82453608247","8309.96536082474","8566.30948453608","9190.16412371134","7759.34680412371","9685.92268041237","7860.00865979381"
"12","Peak109","chrXII","926292","918203","5866.68693877551","4843.89510204082","5473.97285714286","5593.36755102041","16811.3571428571","14942.852244898","15763.0775510204","14540.3312244898","14192.0016326531","10314.596122449","13268.6004081633","13719.2697959184","13967.7093877551","14368.0757142857","12340.012244898","12682.0934693878","11077.9040816327","13159.5308163265","9672.66918367347","12484.1275510204","11612.9779591837","11540.182244898","10173.1289795918","10474.0251020408","10777.2993877551","12410.1373469388","10616.0271428571","11131.2724489796","4110.93224489796","8780.14","7454.09265306122","7427.04775510204","7333.05714285714","5894.39204081633","8583.64081632653","6550.59857142857","7592.31571428571","7854.21346938776","7974.34591836735","7297.77081632653","10974.9806122449","7548.86591836735","9310.23959183673","9488.71244897959","10488.2844897959","8115.56346938776","12172.7191836735","8520.78163265306"
"13","Peak11","chrXVI","192784","184723","8725.56103092783","7357.8406185567","7746.30577319588","7928.59134020619","11937.9004123711","11339.1969072165","11513.1482474227","11333.6816494845","11633.5187628866","8267.15484536082","10235.8721649485","11060.1746391753","11312.5818556701","10499.2301030928","11222.4597938144","10266.2529896907","10072.6377319588","11271.4144329897","9337.27381443299","10353.1921649485","11107.704742268","9981.26701030928","9768.12041237113","9951.34041237113","9776.48412371134","10813.3037113402","10857.0288659794","9917.2381443299","5555.64927835052","10489.2632989691","9018.79958762887","9511.46927835052","9230.31340206186","8325.21567010309","10113.3140206186","8292.80453608247","8798.47649484536","9278.06886597938","8999.53402061856","8705.71422680412","11030.9511340206","8446.68721649485","9920.0224742268","9923.18824742268","10468.8239175258","9292.51051546392","11070.7812371134","9253.52804123711"
"14","Peak110","chrXV","971102","964260","9419.82216216216","8396.44621621622","8018.00459459459","8476.04621621622","8264.35378378378","7594.71135135135","8504.04594594595","8376.35594594595","9912.40702702703","7257.14297297297","9404.83810810811","9631.43594594595","9705.59621621622","8600.16621621622","9583.08594594595","9128.84702702703","9097.16162162162","9704.09675675676","8800.18432432432","8897.23594594595","10510.9972972973","8209.80081081081","9860.06486486487","8311.54810810811","9631.70432432432","9677.7354054054","10042.6291891892","9205.88594594595","6040.05891891892","9801.78540540541","8122.78972972973","8702.30405405405","9094.29891891892","8447.1572972973","9399.65864864865","7928.56351351351","8621.60891891892","9182.50297297297","8463.62513513513","8971.81297297297","9573.11054054054","8725.03297297297","8638.89891891892","10229.9443243243","9782.07648648649","8258.60432432432","9987.87918918919","8446.34540540541"
"15","Peak111","chrIV","1405476","1397425","8623.50441025641","7471.54051282051","7792.41538461538","7931.01046153846","9583.61702564103","8594.31630769231","8511.58174358974","8871.87876923077","11438.4420512821","7177.4998974359","9748.17641025641","9832.29948717949","10500.4746666667","9923.46584615385","10119.0053333333","9465.96841025641","9366.72923076923","10655.0916923077","8444.06441025641","9720.00512820513","10414.5971282051","9595.4118974359","9277.21743589744","8821.03712820513","8872.34030769231","10083.2283076923","10192.4904615385","8791.36471794872","4858.27097435897","8873.38112820513","7876.84492307692","8338.43651282051","8023.14707692308","6928.30092307692","9012.648","7225.59076923077","7406.48041025641","7390.07548717949","7733.368","7414.00492307692","9629.18912820513","6951.84553846154","8109.07958974359","8998.92717948718","8672.90830769231","7885.15446153846","9427.20882051282","8101.51425641026"
"16","Peak112","chrIV","1017881","1009798","7092.01866666667","5934.71158974359","5989.75835897436","6322.65969230769","10929.9575384615","10455.5161025641","10784.3185641026","10469.0525128205","10876.8326153846","7604.49292307692","9475.40635897436","10186.4734358974","10403.0065641026","9333.38974358974","9967.02666666667","9313.46933333333","8899.28430769231","10276.7952820513","8219.36061538462","9398.15548717949","10000.4767179487","8559.50871794872","9386.34112820513","8234.27528205128","9008.99466666667","9682.44471794872","9183.112","8802.47282051282","4422.94215384615","8539.51651282051","7417.55323076923","7733.45784615385","7736.12615384615","7096.02338461538","8837.30441025641","6532.40102564103","7305.87958974359","7594.64533333333","7292.49558974359","7560.5481025641","9370.44246153846","7150.68553846154","8004.68779487179","9121.47138461538","9540.63097435897","7390.18358974359","10482.0988717949","7803.63241025641"
"17","Peak113","chrVII","314887","306800","7554.51469387755","6418.47244897959","7130.13816326531","7130.59612244898","11199.4314285714","9778.44775510204","10160.0569387755","9766.11183673469","11326.6893877551","7831.90020408163","10614.6491836735","10593.5304081633","11138.3253061224","10097.2316326531","10485.1265306122","10051.7118367347","9719.38367346939","10798.7904081633","8721.96408163265","10355.5444897959","10749.5828571429","9713.81183673469","9364.01673469388","8837.46959183673","9171.84163265306","10020.2953061224","10294.8055102041","9141.17163265306","4673.1406122449","8906.92918367347","7600.57959183673","7945.1006122449","7669.10653061224","6617.99408163265","8788.39183673469","7107.38816326531","7592.78","7217.01387755102","7547.92632653061","7077.41530612245","9368.09265306123","7056.76591836735","8316.24693877551","8904.36897959184","8964.31142857143","7862.25346938776","9612.29918367347","7961.24857142857"
"18","Peak114","chrXII","52715","44645","6996.21427027027","5621.05254054054","6418.71048648649","6465.32194594595","12138.9448648649","11358.1027027027","11304.2873513514","10958.808","10772.0730810811","6479.99545945946","9323.23351351351","9779.70313513513","10225.3792432432","9727.28302702703","10193.5271351351","9313.8185945946","8978.24648648649","10453.8406486486","8071.42551351351","9416.17794594595","10089.4004324324","9392.64064864865","8770.01621621622","8766.70983783784","8499.57145945946","9974.51221621622","9902.90118918919","8847.63978378378","4728.06724324324","9122.50810810811","7848.04951351351","8394.59610810811","7982.80886486486","6921.84281081081","8848.96864864865","7242.30724324324","7513.69881081081","7549.11264864865","7629.0307027027","7556.60410810811","9717.7974054054","6908.98745945946","8255.37210810811","8623.42832432432","8884.91372972973","7849.86464864865","9568.56691891892","8074.70162162162"
"19","Peak115","chrVII","730663","722612","8672.44520833333","7324.25375","7838.69020833333","8028.29125","9923.81895833333","9030.67791666667","8967.92666666667","9196.71770833333","10975.000625","7820.464375","10181.7997916667","10310.2295833333","11017.8616666667","9912.47375","10276.2297916667","9643.04041666667","9728.161875","10791.48125","8786.62104166667","10031.1379166667","10888.0439583333","9401.34833333333","9480.68","8863.92854166667","9212.490625","9881.19020833333","10575.1852083333","9306.73166666667","4732.02583333333","9369.79708333333","7826.841875","8331.78666666667","7925.486875","7338.09666666667","8987.16729166667","7507.16583333333","7814.64270833333","7687.318125","7845.27708333333","7650.90395833333","9501.368125","7563.21520833333","8450.50479166667","9444.573125","9335.76395833333","8088.95416666667","9601.54729166667","7908.96583333333"
"20","Peak116","chrII","632606","624554","8096.28276595745","7077.86744680851","7031.4685106383","7623.85425531915","9601.11021276596","8786.13744680851","9530.40723404255","9038.33212765957","9465.70659574468","6722.24595744681","8643.96234042553","9090.46404255319","9410.66638297872","7699.10170212766","9632.83553191489","8369.86446808511","8597.68127659574","9176.28617021277","8365.30808510638","8236.01361702128","10215.2185106383","7748.55361702128","8784.60829787234","8236.39404255319","8775.82744680851","8750.10595744681","9401.02744680851","8361.10106382979","5291.23085106383","9724.81276595745","8349.76170212766","8773.22063829787","8723.53936170213","8308.77829787234","9295.67021276596","7767.9129787234","8271.10510638298","8541.46680851064","8122.70531914894","8495.25063829787","9448.59425531915","8149.30659574468","8781.66638297872","9241.91978723404","9357.1214893617","8204.49659574468","9842.38531914894","8143.32723404255"
"21","Peak117","chrXV","97298","89227","6251.4270212766","5441.57106382979","5903.18893617021","6157.4070212766","13747.184893617","12126.2161702128","12899.6814893617","11785.749787234","12379.8059574468","9125.75276595745","11932.6195744681","11335.6263829787","12040.739787234","11344.4831914894","10832.1280851064","10967.6487234043","10232.3470212766","11788.724893617","9116.22276595745","10834.1959574468","10944.4","10201.3823404255","9908.35106382979","8819.9329787234","9745.0785106383","10807.0904255319","10238.4889361702","9636.42404255319","4232.17936170213","8247.63489361702","7061.2914893617","7217.24595744681","6985.54468085106","6219.42063829787","7945.06361702128","6287.01255319149","7126.71829787234","6744.7614893617","7262.34127659574","6908.98723404255","9266.77212765957","6778.05787234043","8268.51574468085","8821.74574468085","9041.08234042553","7502.32489361702","10000.3004255319","7800.41085106383"
"22","Peak118","chrII","185611","177521","8227.94335025381","7473.46274111675","7624.09076142132","8027.11269035533","12411.6842639594","10332.7995939086","11010.7242639594","10593.1084263959","12936.6253807107","8480.07817258883","10666.1027411168","11981.981928934","12509.4499492386","12593.1378680203","11778.2737055838","11425.1504568528","10407.556142132","11909.1555329949","9262.50700507614","11140.2174619289","11395.8936040609","10704.698680203","9567.10294416244","10314.5338071066","9908.94903553299","10891.9352284264","10737.8347208122","10480.6637563452","4372.51472081218","9710.02680203046","8437.8578680203","8585.5545177665","8146.82964467005","6657.09502538071","9505.41157360406","7294.08954314721","8083.36507614213","8427.14335025381","8224.10111675127","7854.98538071066","10972.8081218274","7821.52060913706","9717.34984771574","9126.16568527919","10487.2473096447","8592.13604060914","11356.8272081218","8575.58680203046"
"23","Peak119","chrVII","924232","916169","8907.47836734694","7945.18918367347","7784.19224489796","8137.66469387755","8281.44510204082","7815.7506122449","7615.82612244898","8168.44510204082","10025.0524489796","6890.39408163265","8666.93571428571","9561.77836734694","9616.75653061225","8220.31959183673","9816.80040816327","8371.20632653061","8761.73448979592","9744.85469387755","8246.45795918367","8778.32326530612","10173.2787755102","8157.49510204082","8960.55387755102","8177.1006122449","8515.43693877551","9491","9924.24408163265","8356.65510204082","5180.96653061225","9187.90346938775","7978.39367346939","8478.49448979592","8676.18591836735","7899.05755102041","9288.53897959184","7702.03408163265","7559.77265306122","8127.71795918367","7589.16632653061","7778.81346938776","8990.3287755102","7642.27836734694","8254.32408163265","9061.78367346939","8851.18448979592","7870.6506122449","9398.40714285714","7801.86"
"24","Peak12","chrVII","652940","644880","8933.40583783784","7488.69945945946","8162.38421621622","8296.36194594595","11996.7701621622","10749.1872432432","10844.8899459459","10882.9530810811","12608.0138378378","8447.58205405405","10528.8758918919","11506.3606486486","11942.3991351351","11509.5223783784","11516.3701621622","11021.1383783784","10544.8942702703","12089.4227027027","9335.00562162162","11690.4908108108","11595.0218378378","10735.4313513514","10168.9507027027","9977.52151351351","10010.0752432432","11564.3543783784","11014.4235675676","10226.6828108108","5034.02854054054","9753.32172972973","8651.88583783784","8890.76432432432","8781.88021621622","7387.91524324324","9593.02745945946","7797.75978378378","8178.82572972973","8220.64583783784","8237.29059459459","7865.66010810811","10705.8505945946","7948.06054054054","9059.76475675676","9851.52843243243","10029.7699459459","8488.4547027027","11141.0808648649","9135.62659459459"
"25","Peak120","chrIX","72486","64412","8930.84615384615","7515.2838974359","7811.87364102564","7763.85128205128","10508.0248205128","9910.41538461538","10031.465025641","10122.4221538462","10775.5542564103","6859.48882051282","8618.34769230769","9783.1641025641","10235.9409230769","9846.05928205128","10033.5856410256","9168.74235897436","9308.85764102564","10493.8687179487","8479.28635897436","9058.57128205128","10395.2254358974","9415.48820512821","8856.3682051282","9248.68328205128","8864.44369230769","9605.65333333333","10254.8797948718","8729.08902564103","5394.97784615385","9636.6918974359","8473.37558974359","8996.62625641026","8623.83323076923","7481.6","9444.86051282051","8053.90912820513","8068.59405128205","8066.17148717949","8201.1321025641","8245.46523076923","10339.2916923077","7706.00020512821","8822.12451282051","9011.51076923077","9151.41682051282","8658.96492307692","9856.47425641026","8428.77641025641"
"26","Peak121","chrIV","1305305","1297269","7653.21025641026","6575.0121025641","7015.15364102564","7353.92451282051","10648.7306666667","9559.73292307692","9813.6002051282","9550.31384615385","10825.2176410256","7602.73333333333","9390.50482051282","10027.6598974359","10496.9099487179","9744.49415384615","10121.1682051282","9586.31876923077","9287.2681025641","10320.3195897436","8400.24923076923","9589.60861538462","10442.422974359","9222.20615384615","8815.09169230769","8604.36841025641","8683.32656410256","9130.10748717949","9562.96984615385","8549.87507692308","4582.05107692308","8922.43035897436","7871.66871794872","7853.16246153846","7833.22317948718","6796.864","8438.51384615385","7186.96758974359","7450.74256410256","7523.81353846154","7434.4441025641","7283.43241025641","9312.58358974359","7098.34092307692","8385.70523076923","8698.95179487179","9007.20041025641","7784.75241025641","9500.98482051282","8119.71979487179"
"27","Peak122","chrIV","1263775","1255698","8626.12020304569","8071.90314720812","7959.18091370558","8304.21949238579","9605.54050761421","8571.27898477157","9084.53604060914","8996.02923857868","11700.0481218274","7994.10030456853","10187.9764467005","10900.5583756345","11326.0196954315","10079.5360406091","10769.2534010152","10172.3029441624","9648.26314720812","10410.0828426396","8895.71126903553","9701.2014213198","10565.0448730964","9325.57218274112","9429.70111675127","9053.47654822335","9457.72609137056","9879.37279187817","10082.8779695431","9242.62842639594","4966.11837563452","9272.78111675127","8278.04121827411","8251.01177664975","7935.20852791878","7390.37461928934","9015.04588832487","7290.76771573604","8028.59390862944","8401.75065989848","8163.6923857868","7854.79573604061","10114.8891370558","7877.15289340101","9138.41137055837","9215.72893401015","9813.42030456853","8251.07106598985","10263.0345177665","8727.87472081218"
"28","Peak123","chrIV","1433391","1425319","10428.7288659794","8450.42144329897","9033.31628865979","9101.65690721649","10873.2498969072","10445.8886597938","10861.1521649485","11050.8059793814","11321.4418556701","6956.65422680412","8617.94494845361","10530.3453608247","10728.0156701031","9706.03030927835","11357.7127835052","9858.86494845361","10180.6101030928","10529.6344329897","9681.24721649484","9831.43257731959","11821.4709278351","9705.28886597938","10027.4346391753","10680.4169072165","9971.5218556701","10818.5173195876","11377.1109278351","10414.7096907216","6406.52041237113","11729.5086597938","10737.0032989691","10684.7701030928","10953.3917525773","9593.77278350515","11088.7451546392","9901.90577319588","10476.9874226804","10775.818556701","10081.4983505155","10215.1509278351","11731.6872164948","9942.14412371134","10627.7913402062","10701.0602061856","10782.9103092783","10358.7189690722","11586.9680412371","9903.84144329897"
"29","Peak124","chrXVI","408621","400542","7409.46084210526","6492.80484210526","6805.99642105263","7190.12589473684","12915.8069473684","11537.336","12074.1656842105","11380.2107368421","12102.7014736842","8515.98778947368","10989.8324210526","11196.8846315789","11881.1511578947","11566.6037894737","10973.8326315789","10650.0791578947","10111.8235789474","11673.5747368421","9263.31157894737","10813.4568421053","11120.3338947368","10137.4105263158","9947.68778947368","9408.20863157895","9840.93410526316","10748.4890526316","10551.3233684211","10021.5576842105","4953.27473684211","9176.87284210526","7793.58063157895","8174.42147368421","7954.572","6593.89578947368","9193.59852631579","7201.99768421053","7846.32210526316","7847.72315789474","7992.97326315789","7631.60252631579","9967.86336842105","7587.87978947368","8839.54168421053","9364.832","9774.53621052632","8231.82547368421","10640.4722105263","8170.95831578947"
"30","Peak125","chrII","419628","411552","7779.46259067358","6797.81575129534","7294.14404145078","7652.69450777202","11214.7144041451","10396.4169948187","10075.1434196891","10057.7131606218","11191.9463212435","8057.59336787565","9783.86259067358","10748.0205181347","11441.7059067358","10299.6586528497","10675.7778238342","9804.15730569948","9564.89595854922","11303.8884974093","8837.70259067357","10181.5552331606","10776.9510880829","9666.42569948187","9794.72","8899.9867357513","9121.8474611399","10433.6250777202","10469.2839378238","9254.25844559585","4886.06715025907","9190.74155440415","8051.60269430052","8236.16849740933","7793.98010362694","7044.18196891192","8881.47191709845","7384.19772020725","7769.90860103627","7716.3289119171","7694.83398963731","7775.18155440414","9535.28994818653","7426.68725388601","8758.83730569948","9386.2118134715","9481.26756476684","8227.99150259067","10031.4024870466","8201.88041450777"
"31","Peak126","chrII","608244","600201","5724.37248677249","4899.01862433862","5386.78391534392","5580.21566137566","15237.6956613757","13547.791957672","14441.408042328","13118.8169312169","12854.4315343915","9038.20656084656","12073.1748148148","11974.460952381","12400.1183068783","12087.2558730159","11289.3585185185","11297.0855026455","10548.9026455026","12316.3291005291","9323.93164021164","11104.1828571429","11238.7077248677","10991.8182010582","10383.8926984127","9285.76613756614","10034.5671957672","11307.184973545","10681.5830687831","10319.5134391534","4172.95238095238","8352.54920634921","7285.00126984127","7343.70116402116","7150.72677248677","6209.3528042328","8378.08677248677","6484.53693121693","7058.32486772487","6885.78835978836","7423.26984126984","7015.00232804233","9402.78708994709","6539.28677248677","8159.4237037037","8998.87513227513","9256.75259259259","7648.70433862434","10160.4262433862","7860.98878306878"
"32","Peak127","chrIX","320381","312324","6396.00919786096","5376.6256684492","6356.12898395722","6404.38010695187","13772.5403208556","12171.4603208556","11776.8198930481","11740.5264171123","13159.1144385027","8654.00427807487","11640.9689839572","11893.9247058824","12529.335828877","12157.7403208556","11492.2485561497","11257.1610695187","10227.0164705882","12097.649197861","8823.28962566845","11483.2556149733","11042.7493048128","10699.5788235294","9471.4849197861","9504.65946524064","9522.50823529412","11135.534973262","10565.3957219251","9940.35721925134","4077.64064171123","8543.3520855615","7396.64941176471","7611.68898395722","7148.83336898396","5804.42930481283","8198.83828877005","6388.01304812834","7126.67935828877","6916.62224598931","7246.02737967914","6713.82203208556","9961.22160427807","6619.74203208556","8444.54909090909","8878.4913368984","9434.06438502674","7575.72342245989","10393.3431016043","8175.81240641711"
"33","Peak128","chrXII","800800","792718","6373.61625","5181.71916666667","5598.83104166667","5771.46916666667","11856.8922916667","11407.4122916667","11703.8327083333","10991.3479166667","9968.50333333333","7425.88416666667","9569.386875","9204.59979166667","9588.93020833333","8377.955625","8993.49083333333","8687.17291666667","8638.06791666667","9596.53520833333","8044.00020833333","8705.73104166667","9785.93916666667","8067.125625","8975.813125","7491.064375","8511.06270833333","8737.733125","9348.92833333333","8110.71270833333","4518.63208333333","8192.28958333333","6997.18166666667","7461.54708333333","7217.26583333333","7055.32416666667","8285.67604166667","6831.7275","7205.895","7139.7975","7096.81770833333","7271.67229166667","8553.100625","7161.4425","7503.29416666667","8776.994375","8793.806875","7207.27875","8912.38291666667","7515.91270833333"
